Carbon concentration (weight%),Silicon concentration (weight%),Manganese concentration (weight%),Sulphur concentration (weight%),Phosphorus concentration (weight%),Nickel concentration (weight%),Chromium concentration (weight%),Molybdenum concentration (weight%),Vanadium concentration (weight%),Copper concentration (weight%),Cobalt concentration (weight%),Tungsten concentration (weight%),Oxygen concentration (ppm),Titanium concentration (ppm),Nitrogen concentration (ppm),Aluminium concentration (ppm),Boron concentration (ppm),Niobium concentration (ppm),Tin concentration (ppm),Arsenic concentration (ppm),Antimony concentration (ppm),Current (A),Voltage (V),AC or DC,Electrode positive or negative,Heat input (kJmm-1),Interpass temperature (°C),Type of weld,Post weld heat treatment temperature (°C),Post weld heat treatment time (hours),Yield strength (MPa),Ultimate tensile strength (MPa),Elongation (%),Reduction of Area (%),Charpy temperature (°C),Charpy impact toughness (J),Hardness (kgmm-2),50 % FATT,Primary ferrite in microstructure (%),Ferrite with second phase (%),Acicular ferrite (%),Martensite (%),Ferrite with carbide aggregate (%),Power (W)
0.045,0.29,1.83,0.005,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,20.0,222.0,,,,,,,,3570.0
0.058,0.33,0.63,0.007,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,386.0,465.0,33.4,78.8,,,,,,,,,,3570.0
0.058,0.33,0.63,0.007,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-60.0,13.0,,,,,,,,3570.0
0.058,0.33,0.63,0.007,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-50.0,27.0,,,,,,,,3570.0
0.058,0.33,0.63,0.007,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-40.0,78.0,,,,,,,,3570.0
0.058,0.33,0.63,0.007,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-20.0,178.0,,,,,,,,3570.0
0.058,0.33,0.63,0.007,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,20.0,220.0,,,,,,,,3570.0
0.065,0.34,0.97,0.007,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,418.0,500.0,35.0,80.6,,,,,,,,,,3570.0
0.065,0.34,0.97,0.007,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-70.0,15.0,,,,,,,,3570.0
0.065,0.34,0.97,0.007,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-60.0,45.0,,,,,,,,3570.0
0.065,0.34,0.97,0.007,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-50.0,100.0,,,,,,,,3570.0
0.065,0.34,0.97,0.007,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-40.0,155.0,,,,,,,,3570.0
0.065,0.34,0.97,0.007,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-20.0,201.0,,,,,,,,3570.0
0.065,0.34,0.97,0.007,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,20.0,220.0,,,,,,,,3570.0
0.066,0.35,1.36,0.007,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,455.0,540.0,31.2,77.9,,,,,,,,,,3570.0
0.066,0.35,1.36,0.007,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-70.0,30.0,,,,,,,,3570.0
0.066,0.35,1.36,0.007,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-60.0,72.0,,,,,,,,3570.0
0.066,0.35,1.36,0.007,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-50.0,119.0,,,,,,,,3570.0
0.066,0.35,1.36,0.007,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-40.0,165.0,,,,,,,,3570.0
0.066,0.35,1.36,0.007,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-20.0,201.0,,,,,,,,3570.0
0.066,0.35,1.36,0.007,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,20.0,206.0,,,,,,,,3570.0
0.074,0.36,1.8,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,504.0,594.0,26.2,75.0,,,,,,,,,,3570.0
0.074,0.36,1.8,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-70.0,30.0,,,,,,,,3570.0
0.074,0.36,1.8,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-60.0,55.0,,,,,,,,3570.0
0.074,0.36,1.8,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-50.0,89.0,,,,,,,,3570.0
0.074,0.36,1.8,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-40.0,121.0,,,,,,,,3570.0
0.074,0.36,1.8,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-20.0,161.0,,,,,,,,3570.0
0.074,0.36,1.8,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,20.0,188.0,,,,,,,,3570.0
0.089,0.35,0.68,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,394.0,499.0,34.2,78.8,,,,,,,,,,3570.0
0.089,0.35,0.68,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-70.0,23.0,,,,,,,,3570.0
0.089,0.35,0.68,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-60.0,27.0,,,,,,,,3570.0
0.089,0.35,0.68,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-50.0,45.0,,,,,,,,3570.0
0.089,0.35,0.68,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-40.0,95.0,,,,,,,,3570.0
0.089,0.35,0.68,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-20.0,157.0,,,,,,,,3570.0
0.089,0.35,0.68,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,20.0,220.0,,,,,,,,3570.0
0.095,0.36,1.05,0.007,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,435.0,546.0,34.0,77.0,,,,,,,,,,3570.0
0.095,0.36,1.05,0.007,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-70.0,11.0,,,,,,,,3570.0
0.095,0.36,1.05,0.007,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-60.0,34.0,,,,,,,,3570.0
0.095,0.36,1.05,0.007,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-50.0,74.0,,,,,,,,3570.0
0.095,0.36,1.05,0.007,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-40.0,110.0,,,,,,,,3570.0
0.095,0.36,1.05,0.007,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-20.0,165.0,,,,,,,,3570.0
0.095,0.36,1.05,0.007,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,20.0,220.0,,,,,,,,3570.0
0.088,0.34,1.33,0.008,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,461.0,568.0,28.6,77.9,,,,,,,,,,3570.0
0.088,0.34,1.33,0.008,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-70.0,72.0,,,,,,,,3570.0
0.088,0.34,1.33,0.008,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-60.0,106.0,,,,,,,,3570.0
0.088,0.34,1.33,0.008,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-50.0,133.0,,,,,,,,3570.0
0.088,0.34,1.33,0.008,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-40.0,155.0,,,,,,,,3570.0
0.088,0.34,1.33,0.008,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-20.0,188.0,,,,,,,,3570.0
0.088,0.34,1.33,0.008,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,20.0,208.0,,,,,,,,3570.0
0.089,0.33,1.69,0.007,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,490.0,597.0,30.2,75.0,,,,,,,,,,3570.0
0.089,0.33,1.69,0.007,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-70.0,53.0,,,,,,,,3570.0
0.089,0.33,1.69,0.007,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-60.0,74.0,,,,,,,,3570.0
0.089,0.33,1.69,0.007,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-50.0,95.0,,,,,,,,3570.0
0.089,0.33,1.69,0.007,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-40.0,114.0,,,,,,,,3570.0
0.089,0.33,1.69,0.007,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-20.0,151.0,,,,,,,,3570.0
0.089,0.33,1.69,0.007,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,20.0,188.0,,,,,,,,3570.0
0.151,0.36,0.63,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,449.0,533.0,30.6,76.0,,,,,,,,,,3570.0
0.151,0.36,0.63,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-60.0,15.0,,,,,,,,3570.0
0.151,0.36,0.63,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-50.0,34.0,,,,,,,,3570.0
0.151,0.36,0.63,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-40.0,64.0,,,,,,,,3570.0
0.151,0.36,0.63,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-20.0,131.0,,,,,,,,3570.0
0.151,0.36,0.63,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,20.0,188.0,,,,,,,,3570.0
0.147,0.36,1.02,0.007,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,482.0,576.0,29.4,76.9,,,,,,,,,,3570.0
0.147,0.36,1.02,0.007,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-70.0,17.0,,,,,,,,3570.0
0.147,0.36,1.02,0.007,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-60.0,34.0,,,,,,,,3570.0
0.147,0.36,1.02,0.007,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-50.0,63.0,,,,,,,,3570.0
0.147,0.36,1.02,0.007,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-40.0,98.0,,,,,,,,3570.0
0.147,0.36,1.02,0.007,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-20.0,150.0,,,,,,,,3570.0
0.147,0.36,1.02,0.007,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,20.0,197.0,,,,,,,,3570.0
0.147,0.35,1.38,0.007,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,513.0,623.0,27.4,72.9,,,,,,,,,,3570.0
0.147,0.35,1.38,0.007,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-70.0,38.0,,,,,,,,3570.0
0.147,0.35,1.38,0.007,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-60.0,57.0,,,,,,,,3570.0
0.147,0.35,1.38,0.007,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-50.0,80.0,,,,,,,,3570.0
0.147,0.35,1.38,0.007,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-40.0,104.0,,,,,,,,3570.0
0.147,0.35,1.38,0.007,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-20.0,150.0,,,,,,,,3570.0
0.147,0.35,1.38,0.007,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,20.0,184.0,,,,,,,,3570.0
0.145,0.35,1.76,0.006,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,567.0,679.0,24.0,69.8,,,,,,,,,,3570.0
0.145,0.35,1.76,0.006,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-70.0,27.0,,,,,,,,3570.0
0.145,0.35,1.76,0.006,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-60.0,32.0,,,,,,,,3570.0
0.145,0.35,1.76,0.006,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-50.0,42.0,,,,,,,,3570.0
0.145,0.35,1.76,0.006,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-40.0,55.0,,,,,,,,3570.0
0.145,0.35,1.76,0.006,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,-20.0,117.0,,,,,,,,3570.0
0.145,0.35,1.76,0.006,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,MMA,580.0,2.0,,,,,20.0,160.0,,,,,,,,3570.0
0.074,0.33,1.45,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.0,6.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,ShMA,250.0,14.0,463.0,537.0,31.2,78.8,,,,,,,,,,3570.0
0.074,0.33,1.45,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.0,6.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,ShMA,0.0,0.0,,,,,-60.0,28.0,,,,,,,,3570.0
0.074,0.33,1.45,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.0,6.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,ShMA,0.0,0.0,,,,,-36.0,100.0,,,,,,,,3570.0
0.074,0.33,1.45,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.0,6.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,ShMA,0.0,0.0,,,,,,,,,8.0,79.0,5.0,0.0,8.0,3570.0
0.073,0.34,1.49,0.004,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396.0,16.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,ShMA,250.0,14.0,482.0,548.0,33.6,78.8,,,,,,,,,,3570.0
0.073,0.34,1.49,0.004,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396.0,16.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,ShMA,0.0,0.0,,,,,-85.0,28.0,,,,,,,,3570.0
0.073,0.34,1.49,0.004,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396.0,16.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,ShMA,0.0,0.0,,,,,-59.0,100.0,,,,,,,,3570.0
0.073,0.34,1.49,0.004,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396.0,16.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,ShMA,0.0,0.0,,,,,,,,,16.0,21.0,82.0,0.0,0.0,3570.0
0.071,0.36,1.46,0.004,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,22.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,ShMA,250.0,14.0,497.0,563.0,30.6,77.0,,,,,,,,,,3570.0
0.071,0.36,1.46,0.004,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,22.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,ShMA,0.0,0.0,,,,,-82.0,28.0,,,,,,,,3570.0
0.071,0.36,1.46,0.004,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,22.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,ShMA,0.0,0.0,,,,,-65.0,100.0,,,,,,,,3570.0
0.071,0.36,1.46,0.004,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,22.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,21.0,DC,+,1.0,200,ShMA,0.0,0.0,,,,,,,,,18.0,12.0,70.0,0.0,0.0,3570.0
